@relation 'stocks-weka.filters.unsupervised.attribute.Remove-R1-3,14-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute ‘open’ numeric
@attribute ‘high’ numeric
@attribute ‘low’ numeric
@attribute ‘close’ numeric
@attribute ‘volume’ numeric
@attribute ‘percent_change_price’ numeric
@attribute ‘percent_change_volume_over_last_wk’ numeric
@attribute ‘previous_weeks_volume’ numeric
@attribute ‘days_to_next_dividend’ numeric
@attribute ‘percent_return_next_dividend’ numeric
@attribute ‘result’ {gain,loss}

@data
55.14,57.78,54.97,55.81,26595621,1.21509,95.110611,13631048,39,0.645046,gain
55.81,57.52,55.81,57.41,27494461,2.86687,3.379654,26595621,32,0.627068,gain
57.32,59.12,56.97,58.99,19539527,2.91347,-28.93286,27494461,25,0.610273,gain
58.84,60.92,58.53,60.92,14107769,3.53501,-27.79882,19539527,18,0.590939,loss
60.6,61.15,59.05,59.6,20849299,-1.65016,47.78594,14107769,11,0.604027,loss
59.6,60.02,58.53,59.18,20284170,-0.704698,-2.710542,20849299,4,0.608314,loss
59.26,59.72,57.88,58.88,15980871,-0.641242,-21.215061,20284170,89,0.696332,loss
58.47,59.51,57.51,58.06,24832210,-0.701214,55.387087,15980871,82,0.706166,gain
58.44,59.28,57.99,58.98,14126721,0.924025,-43.111302,24832210,75,0.695151,gain
79.19,79.75,78.4,79.08,15797841,-0.138906,?,?,40,0.543753,gain
78.27,79.9,77.81,79.08,12713121,1.03488,-19.526212,15797841,33,0.543753,gain
79.28,80.5,78.98,80.2,16471934,1.16044,29.566406,12713121,26,0.53616,gain
80.26,83.08,80.26,81.43,23565688,1.45776,43.065702,16471934,19,0.528061,gain
81.8,82.6,80.66,82.52,15689029,0.880196,-33.424269,23565688,12,0.521086,gain
82.85,85.46,82.73,85.2,16641148,2.83645,6.068693,15689029,5,0.504695,loss
85.07,85.44,84.25,85.01,11922670,-0.07053,-28.354282,16641148,89,0.564639,loss
84.54,84.69,81.81,83.37,15551183,-1.38396,30.433728,11922670,82,0.575747,loss
83.58,84.24,81.42,82.86,19167224,-0.86145,23.252514,15551183,75,0.57929,loss
83.03,84.05,80.26,81.28,22004496,-2.10767,14.802728,19167224,68,0.590551,loss
80.74,81.23,77.05,80.16,26234929,-0.718355,19.225312,22004496,61,0.598802,gain
81.3,83.59,80.57,83.52,19032729,2.73063,-27.452714,26234929,54,0.574713,gain
36.06,37.7,35.41,35.93,141938064,-0.36051,?,?,89,1.36376,loss
36.55,36.58,34.98,35.46,130610954,-2.98222,-7.980319,141938064,82,1.38184,loss
35.38,35.51,34.35,34.95,108296302,-1.21538,-17.084824,130610954,75,1.402,gain
34.88,36.59,34.88,35.63,124127036,2.15023,14.617982,108296302,68,1.37525,gain
35.64,36.48,35.38,36.31,72890565,1.87991,-41.277447,124127036,61,1.34949,gain
36.3,36.77,35.77,36.39,78429505,0.247934,7.598981,72890565,54,1.34652,gain
36.31,36.62,35.66,36.62,68915874,0.853759,-12.130168,78429505,47,1.33807,loss
36.24,36.32,35.34,35.97,57673647,-0.745033,-16.312972,68915874,40,1.36225,gain
36.06,36.94,35.85,36.08,80086312,0.055463,38.861189,57673647,33,1.35809,loss
36.13,36.65,35.65,35.85,66137992,-0.774979,-17.416609,80086312,26,1.36681,gain
35.74,35.84,33.36,35.84,124202175,0.279799,87.792479,66137992,19,1.36719,gain
36.66,37.32,36.37,37.29,79604168,1.71849,-35.907589,124202175,12,1.31403,gain
54.23,55.07,53.76,54.08,64231179,-0.2766,?,?,61,0.684172,gain
53.65,55.36,53.54,54.81,48929455,2.16216,-23.822891,64231179,54,0.675059,gain
55.11,56.27,54.71,55.73,53009787,1.12502,8.339214,48929455,47,0.663915,gain
55.39,57.9,55.3,56.7,69546259,2.36505,31.19513,53009787,40,0.652557,loss
56.45,56.58,55.39,56.03,60981950,-0.744021,-12.31455,69546259,33,0.660361,loss
56.07,56.73,55.3,55.69,49477410,-0.677724,-18.865484,60981950,26,0.664392,gain
55.26,55.38,54.35,55.38,51556658,0.217155,4.202419,49477410,19,0.668111,loss
53.81,54.01,51.52,51.75,92696912,-3.82828,79.7962,51556658,12,0.714976,gain
51.75,52.6,51.68,52.07,74964203,0.618357,-19.129773,92696912,5,0.710582,gain
52.26,53.88,51.75,52.59,69185186,0.631458,-7.709035,74964203,61,0.703556,loss
52.35,52.52,50.97,51.52,63198175,-1.58548,-8.653603,69185186,54,0.718168,gain
51.73,52.95,51.38,52.35,53385178,1.19853,-15.527342,63198175,47,0.706781,loss
73.72,75.9,73.64,75.59,101740933,2.53663,?,?,52,0.582088,gain
75.13,77.84,74.58,77.84,74376886,3.60708,-26.895809,101740933,45,0.565262,gain
77.79,79.1,76.77,78.98,99941187,1.52976,34.371298,74376886,38,0.557103,gain
78.85,79.98,77.93,78.99,115376817,0.177552,15.444714,99941187,31,0.557033,gain
79.92,83.98,79.01,83.28,129743696,4.2042,12.452137,115376817,24,0.528338,loss
83.45,84,81.61,82.82,85733429,-0.754943,-33.920929,129743696,17,0.531273,gain
82,85.1,81.8,84.5,93325562,3.04878,8.855511,85733429,10,0.52071,gain
84.97,88.23,84.73,85.34,122018405,0.435448,30.744892,93325562,3,0.515585,loss
85.87,86.56,83.55,85.08,102134160,-0.919995,-16.296103,122018405,68,0.552421,loss
85.84,86.08,80.1,82.12,92727886,-4.33364,-9.209724,102134160,61,0.572333,loss
81.67,82.64,78.8,80.85,123914255,-1.00404,33.632136,92727886,54,0.581323,gain
81.87,83.93,81.86,83.62,83364516,2.13754,-32.724031,123914255,47,0.562066,gain
