@relation 'stocks-weka.filters.unsupervised.attribute.Remove-R1-3,14-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute ‘open’ numeric
@attribute ‘high’ numeric
@attribute ‘low’ numeric
@attribute ‘close’ numeric
@attribute ‘volume’ numeric
@attribute ‘percent_change_price’ numeric
@attribute ‘percent_change_volume_over_last_wk’ numeric
@attribute ‘previous_weeks_volume’ numeric
@attribute ‘days_to_next_dividend’ numeric
@attribute ‘percent_return_next_dividend’ numeric
@attribute ‘result’ {gain,loss}

@data
62.17,62.33,61.47,61.9,38792072,-0.434293,-10.727807,43453701,19,0.85622,gain
62.02,64.21,61.9,64.18,51918017,3.48275,33.836669,38792072,12,0.825802,loss
63.67,64.34,63.27,63.27,29487333,-0.628239,-43.204046,51918017,6,0.83768,gain
63.08,65.1,62.6,64.9,53544624,2.88523,81.585171,29487333,82,0.816641,gain
65.24,66.5,64.9,65.27,55046479,0.045984,2.804866,53544624,75,0.812012,gain
64.93,67.31,64.86,66.86,49677302,2.97243,-9.753897,55046479,68,0.792701,gain
66.66,67.72,66.51,67.36,47738539,1.0501,-3.902714,49677302,61,0.786817,loss
66.8,67.2,65.7,66.2,37114265,-0.898204,-22.25513,47738539,54,0.800604,loss
66.33,67,56.57,65.43,37312488,-1.35685,0.534088,37114265,47,0.810026,loss
65.36,65.64,64.65,64.7,48599369,-1.00979,30.249607,37312488,40,0.819165,gain
64.65,65.22,63.33,64.69,46861128,0.061872,-3.576674,48599369,33,0.819292,loss
64.51,65.29,62.44,62.59,53025186,-2.97628,13.153883,46861128,26,0.846781,gain
29.02,30.97,28.9,30.62,384284485,5.51344,127.245654,169105318,5,1.40431,loss
30.74,31,29.99,30.71,148206324,-0.097593,-61.433175,384284485,89,1.4002,loss
30.75,30.84,30.01,30.65,108080405,-0.325203,-27.074364,148206324,82,1.40294,gain
30.42,30.68,29.91,30.68,76563904,0.854701,-29.160236,108080405,76,1.40156,gain
30.67,31.82,30.43,31.12,112339712,1.46723,46.726729,76563904,68,1.38175,loss
31.6,31.94,31.03,31.26,156030184,-1.07595,38.891387,112339712,61,1.37556,gain
31.2,31.79,31.05,31.41,92523592,0.673077,-40.701479,156030184,54,1.36899,loss
31.32,31.77,30.9,31.32,102539987,0,10.825774,92523592,47,1.37292,gain
31,31.3,30.92,31.29,73854767,0.935484,-27.974667,102539987,40,1.37424,loss
31.48,31.65,30.52,30.65,85085937,-2.63659,15.207102,73854767,33,1.40294,loss
30.55,30.61,30.11,30.34,95255686,-0.687398,11.952327,85085937,26,1.41727,gain
30.28,30.95,30.17,30.77,114504788,1.61823,20.207825,95255686,19,1.39747,loss
30.66,31.33,30.29,30.44,116043866,-0.717547,1.344117,114504788,12,1.41261,gain
59.09,60.01,58.37,59.71,16608737,1.04925,17.569654,14126721,68,0.686652,loss
59.83,60,59.11,59.58,12307164,-0.417851,-25.899459,16608737,61,0.68815,loss
59.85,60.85,59,59.8,15459751,-0.083542,25.615869,12307164,54,0.685619,gain
59.32,61.32,58.07,61.32,10135730,3.37154,-34.437948,15459751,48,0.668624,gain
61.32,63.37,60.91,63.28,16046782,3.19635,58.318957,10135730,40,0.647914,loss
63.56,64.17,62.85,63.43,14335889,-0.204531,-10.661907,16046782,33,0.646382,loss
63.23,64.09,62.18,62.33,14388418,-1.42338,0.366416,14335889,26,0.657789,loss
62.52,63.11,62.13,62.25,11795580,-0.431862,-18.020313,14388418,19,0.658635,loss
61.74,62,60.36,61.52,12344531,-0.356333,4.65387,11795580,12,0.66645,loss
61.95,62.25,60.59,61.18,13535632,-1.24294,9.648815,12344531,5,0.670154,loss
61.35,61.68,58.71,59.21,18091902,-3.48818,33.661302,13535632,89,0.692451,loss
59.12,59.32,57.36,57.92,20647583,-2.02977,14.126105,18091902,82,0.707873,loss
57.57,58.28,56.12,56.68,20959450,-1.54594,1.510429,20647583,75,0.723359,gain
83.75,85.95,83.26,85.32,16314122,1.87463,-14.283853,19032729,47,0.562588,loss
85.66,86,84.18,84.81,11690792,-0.992295,-28.339435,16314122,40,0.565971,loss
85,85.56,82.7,83.45,17017620,-1.82353,45.564304,11690792,33,0.575195,gain
82.6,87.1,81.1,87.1,16859647,5.44794,-0.928291,17017620,27,0.551091,gain
87,89.8,86.29,89.58,20800024,2.96552,23.371646,16859647,19,0.535834,loss
90.03,90.67,85.8,89.21,21797524,-0.910807,4.795668,20800024,12,0.538056,gain
88.88,90.18,88.35,88.98,17420630,0.112511,-20.079776,21797524,5,0.539447,loss
88.46,89.25,86.65,87.5,22021867,-1.08524,26.412575,17420630,89,0.548571,loss
86.41,86.72,85.21,86.33,15097865,-0.092582,-31.441485,22021867,82,0.556006,loss
87,87.79,82.43,83.24,21179642,-4.32184,40.282364,15097865,75,0.576646,loss
82.93,84.52,82.6,82.7,20109892,-0.277342,-5.050841,21179642,68,0.580411,gain
82.92,85.26,82.52,84.57,22074891,1.98987,9.771306,20109892,61,0.567577,loss
84.36,86.21,83.69,84.33,20775217,-0.035562,-5.887567,22074891,54,0.569192,gain
37.44,38.95,37.42,38.47,96766651,2.75107,21.559779,79604168,5,1.27372,loss
38.53,38.7,37.26,37.72,62429599,-2.10226,-35.484386,96766651,89,1.29905,gain
37.75,38,37.34,37.85,55355691,0.264901,-11.331016,62429599,82,1.29458,loss
37.6,38,36.91,36.91,37735134,-1.83511,-31.831518,55355691,76,1.32755,gain
37.07,38.42,36.82,37.78,68330713,1.9153,81.079821,37735134,68,1.29698,loss
38.33,38.33,36.9,37.28,84281362,-2.73937,23.343308,68330713,61,1.31438,loss
37.28,37.68,36.95,37.26,50917728,-0.053648,-39.586017,84281362,54,1.31508,loss
37.26,37.41,36.8,37.15,53263954,-0.295223,4.607876,50917728,47,1.31898,loss
36.75,37.03,36.24,36.67,43400125,-0.217687,-18.51877,53263954,40,1.33624,loss
36.91,36.99,35.6,35.63,50174214,-3.46789,15.608455,43400125,33,1.37525,loss
35.57,36.14,35.16,35.19,72100710,-1.06832,43.700726,50174214,26,1.39244,gain
35.23,35.92,34.94,35.51,69585912,0.794777,-3.487896,72100710,19,1.37989,gain
35.35,36.17,35.2,36,82375230,1.83876,18.379177,69585912,12,1.36111,gain
52.31,52.74,51.89,52.13,44519431,-0.344102,-16.607132,53385178,40,0.709764,gain
52.31,53.24,52.06,52.54,48382262,0.439686,8.67673,44519431,33,0.704225,gain
52.54,53.96,52.4,53.55,45662991,1.92234,-5.620388,48382262,26,0.690943,gain
53.08,53.95,52.91,53.58,23073491,0.941974,-49.47004,45662991,20,0.690556,gain
53.6,55.16,53.23,54.98,47159044,2.57463,104.386254,23073491,12,0.672972,loss
55.08,55.79,53.2,55.02,46668727,-0.108932,-1.039709,47159044,5,0.672483,gain
54.97,56.03,54.7,55.72,42649301,1.36438,-8.612675,46668727,89,0.664034,loss
55.61,56.47,54.95,55.29,56695842,-0.575436,32.934985,42649301,82,0.669199,loss
54.9,55.5,54.1,54.7,35560853,-0.364299,-37.277847,56695842,75,0.676417,loss
54.88,55.22,53.04,53.66,48156051,-2.22303,35.418717,35560853,68,0.689527,loss
53.86,54.3,52.69,52.72,58746396,-2.1166,21.991722,48156051,61,0.701821,loss
52.91,53.29,51.79,52.82,68996550,-0.1701,17.448141,58746396,54,0.700492,loss
52.7,53.7,52.35,52.41,75602550,-0.550285,9.574392,68996550,47,0.705972,gain
83.86,84.94,82.61,84.68,77569311,0.97782,-6.951645,83364516,40,0.555031,gain
84.26,86.22,84.07,85.95,75566590,2.0057,-2.581847,77569311,33,0.54683,loss
85.95,86.15,82.38,84.29,81056144,-1.93136,7.264525,75566590,26,0.557599,loss
83.11,86.36,82.44,86.36,43378708,3.91048,-46.483134,81056144,20,0.544233,gain
86.29,88,85.89,87.98,81596868,1.95851,88.1035,43378708,12,0.534212,gain
88.1,88.13,81.59,82.69,113805856,-6.14075,39.473314,81596868,5,0.568388,loss
83.01,83.76,79.42,80.87,99678100,-2.578,-12.41391,113805856,89,0.58118,loss
80.22,82.58,79.6,81.57,86758820,1.68287,-12.961001,99678100,82,0.576192,gain
80.22,82.63,80.07,82.63,68230855,3.00424,-21.355713,86758820,75,0.568801,gain
83.28,83.75,80.18,81.18,78616295,-2.52161,15.221032,68230855,68,0.57896,loss
80.93,81.87,79.72,79.78,92380844,-1.42098,17.508519,78616295,61,0.58912,loss
80,80.82,78.33,79.02,100521400,-1.225,8.811952,92380844,54,0.594786,loss
78.65,81.12,76.78,76.78,118679791,-2.37762,18.064204,100521400,47,0.612139,loss
